feature_id	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	A15M_R1	A15M_R2	A15M_R3	A45M_R1	A45M_R2	A45M_R3	A5M_R1	A5M_R2	A5M_R3	M_R1	M_R2	M_R3	PPL_R1
FT04334	273.167816483859	273.167724146747	273.167917030873	252.042322514066	250.732893284224	252.595286131711	28203658.016358	20504910.7191006	23507560.6099762	23990893.8361026	18424484.1252565	15100952.1553957	20432855.7742642	20481213.2932271	28249362.0261815	19899783.3570062	16291334.9239999	28852860.8255578	5057512.00233117
FT04335	273.170160405249	273.170016881073	273.17027184499	463.60747942375	463.214612868354	464.08239428471	13668129.6980049	14573921.4393539	12297638.7511564	14774527.8697814	15283982.1710462	15426220.5886683	15681735.0842361	17567973.7486728	16805293.6966997	15578401.4073607	19190244.2031809	17740515.6520986	3118200.87871036
FT04336	273.170155753011	273.170093106679	273.170211634996	451.453328435137	450.675161756812	451.819867446831	13708399.6994787	12734748.0172614	12693605.3966791	13337779.0071234	13016441.1968463	13969237.2462069	15644171.7951894	15729683.2896945	14930363.7985838	13642432.817909	14558461.642887	14680509.6674931	2321783.83275976
FT04337	273.170183240101	273.170096677497	273.170235760339	482.788029555748	482.415825906252	483.69479817285	19463172.3884093	24527322.5478003	21596923.7411963	33650080.4154912	38112236.8985241	35514894.3289095	23309209.7413022	27023245.8203619	22388235.763841	21753613.481758	24379073.3791061	25377698.7058377	4254866.50014264
FT04343	273.185495212619	273.185447029478	273.185583097205	563.215000443377	562.580716910752	563.650309437009	12459637.9870349	10147220.1934918	13679710.8314618	18505252.1145117	26868929.2293997	19686817.7663844	10811122.3103505	8532578.79277106	10254622.2839666	6331569.87220008	8028353.24232527	8377935.18299676	608392.294157849
FT04344	273.185329370585	273.185167872188	273.185374544109	578.407181507809	578.186344565616	578.940024558977	15452313.7437889	20320816.9580576	21001486.8291562	11646577.4111622	12106366.8002744	11804682.8481725	9575454.02657246	12317489.8628125	12445433.7803459	4716412.41440931	5758900.06050672	5871459.70089292	512188.474614994
FT04345	273.185478180244	273.185449166246	273.185547033699	586.476901024911	585.810323956651	587.389695637598	15004231.1728749	17095165.8984417	18213507.9960755	65319553.4565049	69340138.01249	67139868.5206252	10087036.927423	11985996.8588072	11444965.0246633	5873588.91091103	6951674.85870694	6872104.0525532	753981.346465621
FT04363	274.129115256813	274.12899540608	274.1291877308	114.338198092588	113.556692699637	115.084353538548	13518298.6573044	13114007.8152349	11173819.2560674	14196611.7826642	11812307.3264258	14219419.7536874	15684533.90844	12040919.8953583	18926525.0831917	13796057.75055	15440507.5262248	12095505.537622	277769.447157537
FT04367	274.165507382924	274.165380853117	274.165590200667	287.46937166722	286.524514128445	293.783039653864	30008189.4119681	12299704.0752653	23975401.1941004	21565376.3112922	18657858.4691625	14809944.526769	17644172.8627193	15467316.2410873	13354577.1965373	17357796.4947125	20952989.0973047	16768805.3885328	6888634.08796294
FT04368	274.165497778198	274.165424923805	274.165594632613	270.870444486331	270.634067448422	271.455391996544	51108580.5015777	41220486.8087336	40273871.660958	56548164.9831365	35723051.3273655	31221223.3922687	58899052.9085563	41989967.4170863	43199706.6956097	40516457.3424841	47776410.4438963	40801409.2696147	8950801.04794857
FT04369	274.165494218994	274.165398462058	274.165607946476	323.729014984512	323.358737183466	324.700291801915	43833282.3888353	56655758.248194	71972745.9548079	43793121.7461203	46066484.935746	57861640.13568	68588763.3246426	60460145.9886683	61358696.5896072	48074366.8657673	51729316.9279123	64409347.2061946	8426923.79334938
FT04375	274.180876637156	274.180730954889	274.180997157314	214.320684019703	213.213890586465	220.589660205614	8587580.99087282	15360453.2577669	14315327.2882707	11226220.3614107	12634855.8014235	12989488.9337938	11839560.968201	8353051.32221657	22803126.9569406	10924119.3924849	9780401.11947884	9003962.48888677	15646.7802172197
FT04377	274.201786341183	274.201729225279	274.201889330693	498.590564387614	497.842028680291	499.239091729758	16750291.3869172	20919689.863852	22706913.1690267	21348245.0916805	19878414.2820256	21873013.4857199	18349446.6481355	23124979.0314373	27780374.6725822	22543389.7603675	22610961.1166972	24546496.8892272	15380987.7409248
FT04378	274.201864683208	274.201746919486	274.201982735768	509.566158925861	508.934678122723	510.14117014249	38299251.184067	47782054.4874356	51860329.1801931	53001088.7471037	54964203.881393	47071382.9361198	43717567.0051212	55831990.6087692	54747109.1108876	57218966.6197808	47705088.5490154	60299627.909202	15947517.2492874
FT04379	274.201854502648	274.201778960125	274.201970156133	489.710963589089	489.549186301175	490.276611440156	33890395.1284846	41066930.1696959	41902184.5395517	40089408.9452486	42726864.1713334	40415623.2968919	35088170.3470985	47869796.8735757	40676710.2813463	44658993.4235184	39055060.3656953	47394824.9556135	7962770.19961836
FT04380	274.201747271038	274.201665660816	274.201867434423	445.970190467388	437.979684367829	446.902540898711	27196928.2168699	32904553.8293344	33122823.4466746	31228684.9919883	27555119.6188875	27143918.4648461	32128194.8408439	37798313.5984099	35575850.9095509	35312089.8592338	33206261.1117673	45932798.7744852	3949355.3311117
FT04381	274.20182023987	274.201685469119	274.20187437181	456.484091350735	455.717939077782	456.783303648929	33816611.8418882	27154238.9571057	44563122.9915925	21981957.6625515	23796690.1854351	32833802.9909489	36490647.9457975	43855577.0332127	29560890.1687114	33482152.37826	28715091.1818122	34712252.6787869	5194451.50069919
FT04382	274.201850118418	274.201692087674	274.201930135123	426.051838710842	425.520733639378	427.059284161333	14913234.4604664	13772613.2964497	15928608.3997999	12541451.332695	12431344.7736614	13877941.3451109	17286903.6739618	16870957.805799	18565998.6739306	17997650.0950618	17738894.8726363	16549232.3962196	5944442.72884061
FT04383	274.201823373642	274.201755904621	274.201929745694	414.195734878226	413.716635256303	414.506976395298	5339344.05779795	7185061.88914293	6870871.62467295	6861718.59247639	7642151.60998246	7256111.73826207	6676374.7228547	5579822.59900988	6892725.33543033	7543829.34638909	6728436.1167113	7494592.11575978	5157215.33979006
FT04386	274.253409137921	274.253317269435	274.253504794041	469.950942872834	468.642244686567	470.779786436096	4978728.67317887	5331626.76720913	5563952.07595805	19948047.580958	21095207.1146992	21923700.6261925	1880424.24029987	1853932.37323182	2241162.42031637	82914.0659643188	NA	90470.1600905792	23233.8380569783
FT04388	274.274579294009	274.274579294009	274.274579294009	430.428322968929	430.428322968929	430.428322968929	5145585.80208831	4832287.22103544	4575279.05621254	6185577.14985964	6803645.44031733	5665265.74217695	5244444.39901408	6297615.76881885	6290478.96227222	5845021.39291474	6393131.48580634	6665687.5496451	3156632.0165954
FT04399	275.111261094971	275.110643548839	275.111425058515	144.348990401225	143.983147209999	145.257153324908	10908258.7029795	10859454.1166639	11492872.407371	5988139.06808767	6732257.88188747	8889553.73934472	9513498.74197384	10600598.502063	9901404.23570543	9525419.65362296	8593252.00437205	10352573.6835564	1676469.20863383
FT04400	275.124396756163	275.124223619114	275.124550496388	45.8075278285061	45.3471489820192	51.4780807899528	80802248.914562	84983785.2928617	76363517.4612453	89112569.8730546	147622489.329993	144766679.594824	47415387.6872582	71856693.6835743	97185972.785314	93544985.3743232	91137930.186588	34494973.2933432	106350.688419705
FT04401	275.124203879202	275.124063139948	275.124305905528	60.1725760212932	58.3659428055898	60.5174248850873	39274191.2119679	48606693.7078044	39096736.0126041	85704746.2300094	74364304.8668464	81666360.3743032	60116682.1781428	53259729.7221336	46936030.9169582	47379452.9207435	60558801.4557523	52387912.1552166	NA
FT04406	275.160691678796	275.160490818084	275.160800885456	175.124578631617	167.495283215594	182.376973124133	107837761.760785	112322957.690072	120183108.026384	372797019.721302	361820059.697374	360255153.097527	49335092.0823535	49530608.6904955	35477938.2636126	16346022.0547778	9946193.65895249	9100086.02667039	3989.84002605469
FT04407	275.16062126991	275.160230035391	275.160730507848	204.358252780171	197.747160043406	205.126906458947	35295237.9796992	30311218.8003518	28508402.8112149	123261532.57717	133712772.774159	128273372.775251	15191473.6590418	14870800.9417025	16042143.9088716	7509435.9045563	6241897.57737001	7618654.30917649	7334.084882301
FT04410	275.164741710706	275.164489521673	275.164814831465	540.873248604911	540.502097017389	541.505046731123	10463984.0844514	13873976.1263976	14845639.4176273	16470344.4895021	18429321.9972854	19131312.0129775	12041259.1836893	21298227.418965	14930544.9900726	15307821.6234403	12912111.4618732	19182880.0485197	522247.30423599
FT04414	275.2012024765	275.201171793283	275.201253116066	613.520572113401	612.929165817351	613.994795149535	10610824.5823214	11774464.1929241	12285083.2409589	21395263.9869	27607842.435748	22500702.9284376	8561810.32504402	9965126.37456515	9806476.61473532	7405386.70578896	7474815.72610853	7803452.69031813	1348570.27887477
FT04422	276.108522812628	276.108417749792	276.108575286673	103.042634107043	102.570335923567	103.762706686583	9484660.77597057	7561579.82323782	7739839.80833387	12649926.5582209	13154699.3338885	13355165.3377489	6868677.63091796	7133013.0897836	7535299.2740753	6129596.57504912	5946146.02071528	5876910.75573373	NA
FT04427	276.135018838409	276.134931271243	276.135127332753	282.925006697527	282.176557228204	283.108486717304	11454131.3279669	10877301.0029896	11692708.0751267	121466499.183334	115935174.000513	126655910.973172	12396389.4489388	14105384.0111522	11634080.8669883	14317898.0004711	12726097.9938259	13732421.5228123	253631.348392213
FT04429	276.144845268753	276.144729366131	276.144941853134	244.286743701007	243.735976240367	244.978648649275	8015999.34864651	8216977.93882609	6819497.66358757	8725362.09368908	8593572.93398134	9419887.49454254	9135182.41251564	8726937.88214547	8630180.65555014	9467532.057092	11232422.1473638	11971823.4695282	1158779.93979457
FT04431	276.144825037725	276.144508753247	276.144957394484	281.769143151734	280.971135681097	282.279954276227	37526617.4725263	39097182.2492592	43539812.4535899	56457285.1875882	58342947.235944	49478740.8885908	60471279.2690759	50194751.8709077	50194390.911973	51821341.2433813	51868133.0258534	52715256.1296523	2678534.24337099
FT04432	276.163511896013	276.162276934054	276.164508320657	175.241991749396	174.809134745772	175.777877240757	14395087.6078881	17534417.958638	10858799.3707344	47137797.5286402	46616388.5261616	53482932.1793073	15215836.0447669	14954608.9860038	17208531.2538994	16104068.3019484	16187011.9308417	17127299.6481565	27320.8815077485
FT04436	276.18116403103	276.181053176553	276.181261873099	435.425740120615	427.957403173098	437.826197971682	79407106.8586668	94656558.0230262	90091927.1136723	104401440.043458	113989423.572676	106315781.22278	101429776.683611	108829508.835381	99751933.9237015	98793439.973469	96461072.3960772	109788309.873646	26449645.2792373
FT04437	276.181210851145	276.181118860517	276.181280534521	407.912558084354	404.493040516868	408.649093116302	25673630.1533067	25493211.1783923	24176896.3286066	26410335.6303675	26263451.9353148	26199628.3689285	28160289.7110205	27834230.1531931	27347792.4275624	28889954.2383591	26588730.7159189	28184838.4026138	9124429.44937863
FT04438	276.181180307448	276.181122656143	276.181250012956	416.574681536272	416.081240378982	417.391005201564	41149266.7031162	41805550.4189904	42725079.0757126	45402547.0979563	44532850.215735	48215709.9029464	49169089.1675346	51168006.4751939	51554120.9275954	53216427.4427989	51904304.1668723	54400354.3078406	13039432.1106752
FT04439	276.181193889132	276.181052621689	276.181275890221	395.68631211555	395.237858844744	396.502315190158	9319414.02382822	7672474.74699704	10881669.0872856	9629951.75190228	9606146.70082646	10910061.597461	6778951.44470438	8204920.16004807	7742873.15260557	6612946.91417682	8170440.32216253	9661704.31000568	6735748.87137579
FT04440	276.181191111888	276.181030318999	276.181291512892	378.40627573245	377.422749317367	380.736048764287	20721579.1757302	20562351.0501663	22004988.5546503	56530402.8078348	56626616.0778987	54683563.5243883	13268468.134887	15744993.362671	18990031.4312886	13128452.4811876	15880263.5335578	11940082.4424243	6165171.01865338
FT04441	276.181254622841	276.181146528209	276.181327887289	354.845034747523	353.395612069457	355.874433785323	13427798.9759995	19927828.0752857	12460917.7781008	10379742.1758565	10159741.339306	10744781.0731409	14134511.0151846	12872077.466229	18301548.7360675	19778799.5256107	14160398.6982792	13427958.3932051	5739835.39996928
FT04451	277.084187191933	277.084186660808	277.084307927657	206.930836377115	206.46299027013	207.133632751901	105459.737894755	402632.637370213	173889.8994259	19555176.3976016	17004371.5512031	20557185.1237139	422701.213391903	99739.2978254063	158415.695078103	NA	479742.859740251	524150.639656558	NA
FT04452	277.09011190946	277.089681259439	277.090288879282	44.0044502801403	43.2916154638296	44.6824253708378	22993615.2439885	21332615.0160174	22876101.7651788	531223775.489563	547489119.487105	541445996.205986	14488633.7618365	13713215.7167227	13866476.315716	7807589.99917481	6439146.4564553	7415319.13864075	1864593.97334405
FT04463	277.119108474525	277.118996342086	277.119211739872	157.909826366254	157.118686955613	158.636619144398	8861868.8523103	10220046.875298	11842407.7871291	12603055.1536271	17429532.2574289	15958226.5129738	13312176.815156	13916846.8896626	13257213.9406268	10159385.319024	13090261.9693721	15607910.5085371	NA
FT04466	277.139941213121	277.139721043846	277.140148840271	118.104220794481	117.69639203407	118.723131106393	5187442.03257381	4854255.53547087	5051335.53399743	30385924.0500557	29431730.9941911	29190051.4195472	5623522.48315256	6098829.8478138	7480884.84165856	7552374.0833231	5701079.92858898	5773125.55641214	NA
FT04473	277.155302144746	277.155115587011	277.155405094823	221.264391729289	214.419848710797	222.118671729724	14554041.3758485	13644619.2699596	14070808.1842959	29936164.66993	20186776.0303902	28782451.6529059	16138897.0684568	16949319.4802807	17109190.1342625	16268947.646739	16761849.8151786	14985515.8004503	NA
FT04474	277.155351594328	277.155268421886	277.1554722792	233.151548941228	232.087774483697	233.20870431013	8518188.22100323	9274688.08596152	6773891.51725844	7034592.38670137	6980442.62057751	7728543.22542708	9307660.27467718	9605323.73726075	8808567.98555871	9504066.46147199	11519374.8814381	10193381.3575057	NA
FT04475	277.155398071797	277.155362187831	277.1554117535	194.424769791595	194.267262518094	194.994804984214	10617010.6308228	11274496.7979873	11395865.4824193	20722420.9957401	20199381.8070835	15104213.2619137	12441071.252441	12933815.605886	12780551.7238956	12828175.5488989	12069480.7108954	12694584.9239636	NA
