feature_id	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	A15M_R1	A15M_R2	A15M_R3	A45M_R1	A45M_R2	A45M_R3	A5M_R1	A5M_R2	A5M_R3	M_R1	M_R2	M_R3	PPL_R1
FT05282	301.201662181112	301.201502023872	301.20173779685	542.145477209735	541.861500275214	542.767687558166	10910918.0860468	14770621.5231526	14267326.7190532	17131933.0160739	19831641.5696274	18512225.4256722	14478563.4195016	19703908.1671889	16845985.0717519	20660364.1044253	14395779.5199193	18156120.6651648	1387066.4195015
FT05293	302.124209155166	302.123968716556	302.124296911475	285.121401718078	284.541498011404	285.636405761039	5215155.50366792	5007127.67259975	5924585.55770628	11431628.0156233	12806237.7791713	11299661.095988	6111482.99283531	6102803.01800569	5513122.92024833	6158894.49570936	6137468.18195588	4660077.27718806	32468.3495663394
FT05309	302.196886108315	302.196742891299	302.196999519418	392.056505009848	391.633329750871	392.664252975347	15657626.4266773	14215252.1033516	16037737.9559223	14062456.743706	14918331.9742642	13678864.657891	17183918.1531628	17639346.6305684	15740747.7010975	19072365.4615843	16114770.8191047	22401684.9027696	9400295.60850142
FT05310	302.196861726431	302.196734602707	302.196962594059	401.621098664822	400.970533636574	401.910652135667	40308076.4756311	23775686.2463417	25508695.9823434	21813896.0766361	17552346.4386411	16100289.8950773	34405773.670657	28009988.502364	28124719.6752036	25634985.2283998	37337502.3158909	29901458.6003915	13568509.2079865
FT05311	302.196889934381	302.196791953458	302.196994516181	371.66727055469	371.245724485375	372.626182015466	12815017.3400256	11106809.08447	9562318.13929399	8731676.5457521	10882804.85928	11661256.1413665	11036918.5985578	11799664.6670616	10759368.0711442	11302851.8488781	14086350.7086954	12208684.6168725	5083352.32557863
FT05313	302.196813100836	302.196712859939	302.197001042207	382.503324055424	381.911198242051	382.711454955638	12081600.4451965	8974631.07950936	10102012.9076718	9384755.24043479	8124065.54362002	8158864.57240154	10467443.3887184	9444166.71940874	9491591.56853049	12149619.9018096	13247331.5292254	9959990.82595516	11762458.1919073
FT05314	302.196785399817	302.19676200046	302.196879667963	412.625733656593	412.023460510952	413.101538025867	19107933.6245169	14776503.8382756	13680919.3251428	12198875.1821156	13588363.3359735	12800857.2506623	16253674.03023	13834682.2007459	12330969.0426775	13131874.2789601	16805100.4238363	16139362.5187831	7458084.84263016
FT05315	302.196951856722	302.196877214937	302.197012591252	125.469099379455	125.056437925726	126.236779457968	44982203.3727863	45461939.1881886	45405945.4049799	4326895.17937521	4369561.82131076	4276691.84569576	46834955.1915304	47029462.2433264	44762510.1118528	41576708.2889441	42145130.1794793	43194081.6208578	1482580.99460821
FT05316	302.196899003258	302.196855831531	302.196988655025	107.216945326004	106.994615158691	107.558174799004	10550956.767483	10677460.772569	10486228.0093505	2488250.28606232	2353069.45211375	2403701.04319841	11899171.0731044	11783329.611672	11708036.7223621	9015025.51232401	11144792.8689583	10408173.9444292	1336820.72627131
FT05317	302.196853942604	302.196791544143	302.204846928313	420.024695355174	419.690352045483	429.192364539287	28696809.1433926	25599738.8642423	26305661.9902931	25377846.6872076	25907536.3885265	24622915.2863826	32571739.2709138	27895035.9029695	30749309.1188662	30334341.9684516	30442942.4167629	31527909.9597004	213824.852043209
FT05318	302.212288145853	302.212171776973	302.212480314191	224.813618422665	224.264136790733	232.087774483697	55259693.0798473	48448751.0216478	43249543.4587374	41652924.0407577	53232846.132975	27600209.1712512	70614706.4975153	55571174.3911823	67035907.2566665	50465010.0575742	58313802.3996779	67170673.3089315	NA
FT05320	302.212165477258	302.21210012744	302.212293161659	260.384747128112	260.113750637104	261.22825110973	108634542.848692	111244606.817846	106094112.037661	58998784.6747473	43064546.0845206	47670677.8317677	118625705.244193	109067826.502073	109971428.64092	119790582.981411	117852869.093509	156553824.890033	21854.0317536315
FT05321	302.212113451612	302.211973756272	302.212285093541	321.238185919027	321.054172214314	322.377001326219	12162929.5832007	13099740.1449805	12475807.3130316	15628172.3046934	13550660.8986271	15334841.3024232	18016299.6772824	16798445.786034	18895201.9730011	18541771.1302463	17252090.6269423	19226517.9659498	14531.4386898715
FT05324	302.219357040155	302.219250174852	302.219433649346	126.291634647304	125.781237435559	127.37366963964	4116513.52142031	4274945.16247573	3704216.27760989	12665890.3040555	16183980.471529	12936492.3618853	5445624.54883625	5484470.49463114	4849549.789561	4800702.84693223	4336941.14102601	4742336.28347859	NA
FT05325	302.233219204115	302.2331321761	302.23327335817	529.166840515755	528.518516761847	530.164232016132	19146063.6823184	19229828.1028674	21420173.9984456	20645657.52348	19059175.5792677	20857956.8322101	17877130.2270564	26320357.8686324	24881421.0815273	21745476.2690031	21941726.3023886	25368062.3725319	4469245.14088187
